;note_num;note_name
26400;19.0;g''
26401;20.0;gis''
26402;29.0;f'''
26403;34.0;as'''
26404;26.0;d'''
26405;11.0;b'
26406;12.0;c''
26407;21.0;a''
26408;7.0;g'
26409;5.0;f'
26410;8.0;gis'
26411;27.0;dis'''
26412;21.0;a''
26413;31.0;g'''
26414;1.0;cis'
26415;20.0;gis''
26416;25.0;cis'''
26417;11.0;b'
26418;4.0;e'
26419;26.0;d'''
26420;17.0;f''
26421;1.0;cis'
26422;16.0;e''
26423;10.0;as'
26424;15.0;dis''
26425;13.0;cis''
26426;21.0;a''
26427;31.0;g'''
26428;12.0;c''
26429;23.0;b''
26430;8.0;gis'
26431;13.0;cis''
26432;10.0;as'
26433;21.0;a''
26434;27.0;dis'''
26435;18.0;fis''
26436;15.0;dis''
26437;32.0;gis'''
26438;0.0;c'
26439;11.0;b'
26440;6.0;fis'
26441;1.0;cis'
26442;34.0;as'''
26443;4.0;e'
26444;9.0;a'
26445;34.0;as'''
26446;12.0;c''
26447;5.0;f'
26448;25.0;cis'''
26449;32.0;gis'''
26450;5.0;f'
26451;29.0;f'''
26452;12.0;c''
26453;16.0;e''
26454;8.0;gis'
26455;16.0;e''
26456;6.0;fis'
26457;31.0;g'''
26458;27.0;dis'''
26459;26.0;d'''
26460;24.0;c'''
26461;1.0;cis'
26462;20.0;gis''
26463;34.0;as'''
26464;5.0;f'
26465;23.0;b''
26466;2.0;d'
26467;32.0;gis'''
26468;1.0;cis'
26469;1.0;cis'
26470;33.0;a'''
26471;9.0;a'
26472;31.0;g'''
26473;11.0;b'
26474;3.0;dis'
26475;0.0;c'
26476;23.0;b''
26477;22.0;as''
26478;27.0;dis'''
26479;19.0;g''
26480;13.0;cis''
26481;19.0;g''
26482;33.0;a'''
26483;13.0;cis''
26484;27.0;dis'''
26485;3.0;dis'
26486;0.0;c'
26487;23.0;b''
26488;28.0;e'''
26489;25.0;cis'''
26490;18.0;fis''
26491;26.0;d'''
26492;17.0;f''
26493;27.0;dis'''
26494;26.0;d'''
26495;1.0;cis'
26496;14.0;d''
26497;11.0;b'
26498;18.0;fis''
26499;27.0;dis'''
26500;1.0;cis'
26501;22.0;as''
26502;10.0;as'
26503;25.0;cis'''
26504;22.0;as''
26505;24.0;c'''
26506;10.0;as'
26507;30.0;fis'''
26508;12.0;c''
26509;11.0;b'
26510;3.0;dis'
26511;3.0;dis'
26512;22.0;as''
26513;2.0;d'
26514;22.0;as''
26515;18.0;fis''
26516;34.0;as'''
26517;8.0;gis'
26518;30.0;fis'''
26519;24.0;c'''
26520;9.0;a'
26521;11.0;b'
26522;16.0;e''
26523;3.0;dis'
26524;28.0;e'''
26525;4.0;e'
26526;9.0;a'
26527;22.0;as''
26528;31.0;g'''
26529;14.0;d''
26530;34.0;as'''
26531;10.0;as'
26532;21.0;a''
26533;17.0;f''
26534;21.0;a''
26535;7.0;g'
26536;28.0;e'''
26537;33.0;a'''
26538;12.0;c''
26539;19.0;g''
26540;18.0;fis''
26541;6.0;fis'
26542;31.0;g'''
26543;23.0;b''
26544;8.0;gis'
26545;22.0;as''
26546;3.0;dis'
26547;30.0;fis'''
26548;10.0;as'
26549;14.0;d''
26550;12.0;c''
26551;14.0;d''
26552;15.0;dis''
26553;3.0;dis'
26554;13.0;cis''
26555;21.0;a''
26556;8.0;gis'
26557;17.0;f''
26558;25.0;cis'''
26559;24.0;c'''
26560;1.0;cis'
26561;27.0;dis'''
26562;12.0;c''
26563;3.0;dis'
26564;19.0;g''
26565;15.0;dis''
26566;28.0;e'''
26567;11.0;b'
26568;5.0;f'
26569;27.0;dis'''
26570;10.0;as'
26571;6.0;fis'
26572;33.0;a'''
26573;30.0;fis'''
26574;32.0;gis'''
26575;33.0;a'''
26576;21.0;a''
26577;30.0;fis'''
26578;26.0;d'''
26579;25.0;cis'''
26580;3.0;dis'
26581;9.0;a'
26582;16.0;e''
26583;0.0;c'
26584;0.0;c'
26585;9.0;a'
26586;31.0;g'''
26587;7.0;g'
26588;19.0;g''
26589;1.0;cis'
26590;3.0;dis'
26591;23.0;b''
26592;0.0;c'
26593;5.0;f'
26594;14.0;d''
26595;27.0;dis'''
26596;6.0;fis'
26597;16.0;e''
26598;9.0;a'
26599;30.0;fis'''
26600;7.0;g'
26601;20.0;gis''
26602;6.0;fis'
26603;18.0;fis''
26604;27.0;dis'''
26605;20.0;gis''
26606;2.0;d'
26607;7.0;g'
26608;33.0;a'''
26609;3.0;dis'
26610;7.0;g'
26611;15.0;dis''
26612;7.0;g'
26613;26.0;d'''
26614;12.0;c''
26615;31.0;g'''
26616;31.0;g'''
26617;31.0;g'''
26618;30.0;fis'''
26619;17.0;f''
26620;11.0;b'
26621;30.0;fis'''
26622;7.0;g'
26623;31.0;g'''
26624;26.0;d'''
26625;33.0;a'''
26626;25.0;cis'''
26627;31.0;g'''
26628;8.0;gis'
26629;18.0;fis''
26630;8.0;gis'
26631;23.0;b''
26632;27.0;dis'''
26633;22.0;as''
26634;32.0;gis'''
26635;34.0;as'''
26636;0.0;c'
26637;20.0;gis''
26638;7.0;g'
26639;8.0;gis'
26640;3.0;dis'
26641;11.0;b'
26642;32.0;gis'''
26643;6.0;fis'
26644;14.0;d''
26645;3.0;dis'
26646;28.0;e'''
26647;19.0;g''
26648;34.0;as'''
26649;21.0;a''
26650;15.0;dis''
26651;20.0;gis''
26652;26.0;d'''
26653;10.0;as'
26654;27.0;dis'''
26655;33.0;a'''
26656;28.0;e'''
26657;3.0;dis'
26658;13.0;cis''
26659;10.0;as'
26660;27.0;dis'''
26661;14.0;d''
26662;33.0;a'''
26663;21.0;a''
26664;19.0;g''
26665;1.0;cis'
26666;18.0;fis''
26667;14.0;d''
26668;21.0;a''
26669;30.0;fis'''
26670;28.0;e'''
26671;30.0;fis'''
26672;33.0;a'''
26673;19.0;g''
26674;2.0;d'
26675;21.0;a''
26676;33.0;a'''
26677;11.0;b'
26678;17.0;f''
26679;13.0;cis''
26680;30.0;fis'''
26681;29.0;f'''
26682;19.0;g''
26683;6.0;fis'
26684;3.0;dis'
26685;12.0;c''
26686;10.0;as'
26687;34.0;as'''
26688;27.0;dis'''
26689;17.0;f''
26690;4.0;e'
26691;6.0;fis'
26692;8.0;gis'
26693;4.0;e'
26694;3.0;dis'
26695;29.0;f'''
26696;16.0;e''
26697;7.0;g'
26698;11.0;b'
26699;7.0;g'
26700;12.0;c''
26701;13.0;cis''
26702;6.0;fis'
26703;31.0;g'''
26704;27.0;dis'''
26705;2.0;d'
26706;33.0;a'''
26707;0.0;c'
26708;9.0;a'
26709;27.0;dis'''
26710;18.0;fis''
26711;1.0;cis'
26712;34.0;as'''
26713;20.0;gis''
26714;33.0;a'''
26715;32.0;gis'''
26716;33.0;a'''
26717;6.0;fis'
26718;6.0;fis'
26719;13.0;cis''
26720;10.0;as'
26721;17.0;f''
26722;1.0;cis'
26723;18.0;fis''
26724;26.0;d'''
26725;27.0;dis'''
26726;28.0;e'''
26727;12.0;c''
26728;4.0;e'
26729;19.0;g''
26730;8.0;gis'
26731;18.0;fis''
26732;18.0;fis''
26733;20.0;gis''
26734;1.0;cis'
26735;33.0;a'''
26736;0.0;c'
26737;12.0;c''
26738;29.0;f'''
26739;21.0;a''
26740;16.0;e''
26741;29.0;f'''
26742;33.0;a'''
26743;2.0;d'
26744;5.0;f'
26745;24.0;c'''
26746;27.0;dis'''
26747;5.0;f'
26748;34.0;as'''
26749;5.0;f'
26750;34.0;as'''
26751;13.0;cis''
26752;14.0;d''
26753;21.0;a''
26754;10.0;as'
26755;11.0;b'
26756;4.0;e'
26757;9.0;a'
26758;33.0;a'''
26759;32.0;gis'''
26760;4.0;e'
26761;34.0;as'''
26762;15.0;dis''
26763;23.0;b''
26764;32.0;gis'''
26765;21.0;a''
26766;17.0;f''
26767;16.0;e''
26768;7.0;g'
26769;16.0;e''
26770;1.0;cis'
26771;6.0;fis'
26772;20.0;gis''
26773;21.0;a''
26774;2.0;d'
26775;5.0;f'
26776;32.0;gis'''
26777;3.0;dis'
26778;6.0;fis'
26779;16.0;e''
26780;27.0;dis'''
26781;20.0;gis''
26782;29.0;f'''
26783;13.0;cis''
26784;27.0;dis'''
26785;15.0;dis''
26786;18.0;fis''
26787;34.0;as'''
26788;8.0;gis'
26789;21.0;a''
26790;27.0;dis'''
26791;14.0;d''
26792;10.0;as'
26793;14.0;d''
26794;32.0;gis'''
26795;19.0;g''
26796;11.0;b'
26797;3.0;dis'
26798;27.0;dis'''
26799;25.0;cis'''
26800;0.0;c'
26801;2.0;d'
26802;20.0;gis''
26803;8.0;gis'
26804;21.0;a''
26805;17.0;f''
26806;31.0;g'''
26807;19.0;g''
26808;21.0;a''
26809;7.0;g'
26810;33.0;a'''
26811;26.0;d'''
26812;5.0;f'
26813;15.0;dis''
26814;5.0;f'
26815;19.0;g''
26816;6.0;fis'
26817;24.0;c'''
26818;32.0;gis'''
26819;1.0;cis'
26820;32.0;gis'''
26821;5.0;f'
26822;4.0;e'
26823;32.0;gis'''
26824;29.0;f'''
26825;2.0;d'
26826;22.0;as''
26827;32.0;gis'''
26828;7.0;g'
26829;4.0;e'
26830;12.0;c''
26831;1.0;cis'
26832;31.0;g'''
26833;11.0;b'
26834;1.0;cis'
26835;8.0;gis'
26836;34.0;as'''
26837;31.0;g'''
26838;28.0;e'''
26839;14.0;d''
26840;4.0;e'
26841;31.0;g'''
26842;9.0;a'
26843;33.0;a'''
26844;25.0;cis'''
26845;24.0;c'''
26846;14.0;d''
26847;34.0;as'''
26848;27.0;dis'''
26849;17.0;f''
26850;2.0;d'
26851;33.0;a'''
26852;19.0;g''
26853;12.0;c''
26854;28.0;e'''
26855;27.0;dis'''
26856;9.0;a'
26857;32.0;gis'''
26858;8.0;gis'
26859;6.0;fis'
26860;5.0;f'
26861;5.0;f'
26862;6.0;fis'
26863;7.0;g'
26864;26.0;d'''
26865;25.0;cis'''
26866;18.0;fis''
26867;26.0;d'''
26868;18.0;fis''
26869;3.0;dis'
26870;13.0;cis''
26871;15.0;dis''
26872;32.0;gis'''
26873;8.0;gis'
26874;33.0;a'''
26875;19.0;g''
26876;12.0;c''
26877;23.0;b''
26878;17.0;f''
26879;22.0;as''
26880;3.0;dis'
26881;31.0;g'''
26882;26.0;d'''
26883;3.0;dis'
26884;4.0;e'
26885;6.0;fis'
26886;18.0;fis''
26887;16.0;e''
26888;25.0;cis'''
26889;12.0;c''
26890;34.0;as'''
26891;23.0;b''
26892;11.0;b'
26893;26.0;d'''
26894;3.0;dis'
26895;11.0;b'
26896;15.0;dis''
26897;14.0;d''
26898;19.0;g''
26899;21.0;a''
26900;15.0;dis''
26901;14.0;d''
26902;7.0;g'
26903;9.0;a'
26904;29.0;f'''
26905;26.0;d'''
26906;26.0;d'''
26907;10.0;as'
26908;32.0;gis'''
26909;4.0;e'
26910;0.0;c'
26911;5.0;f'
26912;23.0;b''
26913;26.0;d'''
26914;27.0;dis'''
26915;11.0;b'
26916;24.0;c'''
26917;22.0;as''
26918;16.0;e''
26919;34.0;as'''
26920;14.0;d''
26921;32.0;gis'''
26922;32.0;gis'''
26923;30.0;fis'''
26924;12.0;c''
26925;2.0;d'
26926;3.0;dis'
26927;1.0;cis'
26928;6.0;fis'
26929;15.0;dis''
26930;14.0;d''
26931;4.0;e'
26932;21.0;a''
26933;20.0;gis''
26934;1.0;cis'
26935;3.0;dis'
26936;10.0;as'
26937;4.0;e'
26938;22.0;as''
26939;26.0;d'''
26940;34.0;as'''
26941;23.0;b''
26942;14.0;d''
26943;3.0;dis'
26944;25.0;cis'''
26945;1.0;cis'
26946;14.0;d''
26947;24.0;c'''
26948;9.0;a'
26949;2.0;d'
26950;7.0;g'
26951;11.0;b'
26952;11.0;b'
26953;8.0;gis'
26954;28.0;e'''
26955;20.0;gis''
26956;26.0;d'''
26957;0.0;c'
26958;33.0;a'''
26959;0.0;c'
26960;21.0;a''
26961;14.0;d''
26962;19.0;g''
26963;31.0;g'''
26964;25.0;cis'''
26965;30.0;fis'''
26966;29.0;f'''
26967;16.0;e''
26968;10.0;as'
26969;13.0;cis''
26970;22.0;as''
26971;20.0;gis''
26972;21.0;a''
26973;26.0;d'''
26974;16.0;e''
26975;5.0;f'
26976;4.0;e'
26977;28.0;e'''
26978;8.0;gis'
26979;11.0;b'
26980;6.0;fis'
26981;0.0;c'
26982;8.0;gis'
26983;16.0;e''
26984;17.0;f''
26985;22.0;as''
26986;31.0;g'''
26987;10.0;as'
26988;26.0;d'''
26989;32.0;gis'''
26990;27.0;dis'''
26991;11.0;b'
26992;3.0;dis'
26993;32.0;gis'''
26994;16.0;e''
26995;13.0;cis''
26996;31.0;g'''
26997;22.0;as''
26998;11.0;b'
26999;18.0;fis''
27000;13.0;cis''
27001;25.0;cis'''
27002;18.0;fis''
27003;4.0;e'
27004;26.0;d'''
27005;24.0;c'''
27006;19.0;g''
27007;0.0;c'
27008;8.0;gis'
27009;10.0;as'
27010;17.0;f''
27011;30.0;fis'''
27012;30.0;fis'''
27013;13.0;cis''
27014;17.0;f''
27015;32.0;gis'''
27016;3.0;dis'
27017;32.0;gis'''
27018;18.0;fis''
27019;33.0;a'''
27020;3.0;dis'
27021;27.0;dis'''
27022;31.0;g'''
27023;14.0;d''
27024;3.0;dis'
27025;15.0;dis''
27026;10.0;as'
27027;7.0;g'
27028;17.0;f''
27029;18.0;fis''
27030;1.0;cis'
27031;12.0;c''
27032;33.0;a'''
27033;15.0;dis''
27034;29.0;f'''
27035;34.0;as'''
27036;13.0;cis''
27037;18.0;fis''
27038;0.0;c'
27039;2.0;d'
27040;22.0;as''
27041;7.0;g'
27042;20.0;gis''
27043;12.0;c''
27044;13.0;cis''
27045;14.0;d''
27046;30.0;fis'''
27047;13.0;cis''
27048;29.0;f'''
27049;16.0;e''
27050;0.0;c'
27051;27.0;dis'''
27052;29.0;f'''
27053;24.0;c'''
27054;13.0;cis''
27055;28.0;e'''
27056;5.0;f'
27057;7.0;g'
27058;9.0;a'
27059;10.0;as'
27060;8.0;gis'
27061;19.0;g''
27062;10.0;as'
27063;19.0;g''
27064;27.0;dis'''
27065;22.0;as''
27066;4.0;e'
27067;24.0;c'''
27068;27.0;dis'''
27069;32.0;gis'''
27070;24.0;c'''
27071;21.0;a''
27072;5.0;f'
27073;1.0;cis'
27074;22.0;as''
27075;1.0;cis'
27076;17.0;f''
27077;6.0;fis'
27078;23.0;b''
27079;13.0;cis''
27080;6.0;fis'
27081;15.0;dis''
27082;10.0;as'
27083;24.0;c'''
27084;33.0;a'''
27085;1.0;cis'
27086;20.0;gis''
27087;15.0;dis''
27088;25.0;cis'''
27089;3.0;dis'
27090;33.0;a'''
27091;10.0;as'
27092;25.0;cis'''
27093;5.0;f'
27094;27.0;dis'''
27095;11.0;b'
27096;27.0;dis'''
27097;19.0;g''
27098;2.0;d'
27099;23.0;b''
27100;18.0;fis''
27101;28.0;e'''
27102;26.0;d'''
27103;19.0;g''
27104;11.0;b'
27105;27.0;dis'''
27106;28.0;e'''
27107;4.0;e'
27108;29.0;f'''
27109;32.0;gis'''
27110;0.0;c'
27111;34.0;as'''
27112;27.0;dis'''
27113;8.0;gis'
27114;0.0;c'
27115;34.0;as'''
27116;17.0;f''
27117;26.0;d'''
27118;28.0;e'''
27119;10.0;as'
27120;16.0;e''
27121;15.0;dis''
27122;31.0;g'''
27123;14.0;d''
27124;30.0;fis'''
27125;21.0;a''
27126;29.0;f'''
27127;34.0;as'''
27128;11.0;b'
27129;8.0;gis'
27130;17.0;f''
27131;2.0;d'
27132;12.0;c''
27133;14.0;d''
27134;18.0;fis''
27135;15.0;dis''
27136;3.0;dis'
27137;25.0;cis'''
27138;2.0;d'
27139;4.0;e'
27140;22.0;as''
27141;15.0;dis''
27142;24.0;c'''
27143;16.0;e''
27144;2.0;d'
27145;28.0;e'''
27146;32.0;gis'''
27147;3.0;dis'
27148;25.0;cis'''
27149;22.0;as''
27150;11.0;b'
27151;16.0;e''
27152;28.0;e'''
27153;18.0;fis''
27154;5.0;f'
27155;19.0;g''
27156;19.0;g''
27157;16.0;e''
27158;2.0;d'
27159;8.0;gis'
27160;20.0;gis''
27161;15.0;dis''
27162;14.0;d''
27163;27.0;dis'''
27164;1.0;cis'
27165;14.0;d''
27166;5.0;f'
27167;12.0;c''
27168;17.0;f''
27169;32.0;gis'''
27170;16.0;e''
27171;30.0;fis'''
27172;30.0;fis'''
27173;2.0;d'
27174;2.0;d'
27175;7.0;g'
27176;22.0;as''
27177;29.0;f'''
27178;24.0;c'''
27179;13.0;cis''
27180;10.0;as'
27181;1.0;cis'
27182;18.0;fis''
27183;16.0;e''
27184;22.0;as''
27185;33.0;a'''
27186;18.0;fis''
27187;4.0;e'
27188;28.0;e'''
27189;16.0;e''
27190;10.0;as'
27191;21.0;a''
27192;17.0;f''
27193;31.0;g'''
27194;2.0;d'
27195;13.0;cis''
27196;25.0;cis'''
27197;0.0;c'
27198;28.0;e'''
27199;34.0;as'''
27200;32.0;gis'''
27201;19.0;g''
27202;21.0;a''
27203;20.0;gis''
27204;4.0;e'
27205;19.0;g''
27206;2.0;d'
27207;3.0;dis'
27208;5.0;f'
27209;7.0;g'
27210;33.0;a'''
27211;26.0;d'''
27212;8.0;gis'
27213;2.0;d'
27214;5.0;f'
27215;13.0;cis''
27216;14.0;d''
27217;3.0;dis'
27218;12.0;c''
27219;15.0;dis''
27220;21.0;a''
27221;19.0;g''
27222;6.0;fis'
27223;0.0;c'
27224;31.0;g'''
27225;16.0;e''
27226;7.0;g'
27227;21.0;a''
27228;4.0;e'
27229;21.0;a''
27230;33.0;a'''
27231;18.0;fis''
27232;9.0;a'
27233;10.0;as'
27234;7.0;g'
27235;4.0;e'
27236;6.0;fis'
27237;27.0;dis'''
27238;26.0;d'''
27239;10.0;as'
27240;27.0;dis'''
27241;6.0;fis'
27242;10.0;as'
27243;4.0;e'
27244;12.0;c''
27245;28.0;e'''
27246;27.0;dis'''
27247;11.0;b'
27248;19.0;g''
27249;23.0;b''
27250;17.0;f''
27251;30.0;fis'''
27252;17.0;f''
27253;12.0;c''
27254;29.0;f'''
27255;32.0;gis'''
27256;20.0;gis''
27257;7.0;g'
27258;26.0;d'''
27259;4.0;e'
27260;17.0;f''
27261;16.0;e''
27262;27.0;dis'''
27263;20.0;gis''
27264;18.0;fis''
27265;23.0;b''
27266;23.0;b''
27267;16.0;e''
27268;19.0;g''
27269;8.0;gis'
27270;31.0;g'''
27271;4.0;e'
27272;20.0;gis''
27273;33.0;a'''
27274;28.0;e'''
27275;29.0;f'''
27276;4.0;e'
27277;27.0;dis'''
27278;28.0;e'''
27279;2.0;d'
27280;18.0;fis''
27281;30.0;fis'''
27282;25.0;cis'''
27283;18.0;fis''
27284;34.0;as'''
27285;4.0;e'
27286;22.0;as''
27287;21.0;a''
27288;12.0;c''
27289;4.0;e'
27290;24.0;c'''
27291;19.0;g''
27292;31.0;g'''
27293;19.0;g''
27294;24.0;c'''
27295;31.0;g'''
27296;9.0;a'
27297;23.0;b''
27298;15.0;dis''
27299;3.0;dis'
27300;12.0;c''
27301;20.0;gis''
27302;16.0;e''
27303;5.0;f'
27304;8.0;gis'
27305;17.0;f''
27306;29.0;f'''
27307;13.0;cis''
27308;18.0;fis''
27309;8.0;gis'
27310;24.0;c'''
27311;22.0;as''
27312;18.0;fis''
27313;6.0;fis'
27314;29.0;f'''
27315;23.0;b''
27316;27.0;dis'''
27317;33.0;a'''
27318;6.0;fis'
27319;33.0;a'''
27320;21.0;a''
27321;21.0;a''
27322;0.0;c'
27323;13.0;cis''
27324;13.0;cis''
27325;9.0;a'
27326;10.0;as'
27327;22.0;as''
27328;33.0;a'''
27329;4.0;e'
27330;18.0;fis''
27331;18.0;fis''
27332;8.0;gis'
27333;4.0;e'
27334;23.0;b''
27335;2.0;d'
27336;14.0;d''
27337;15.0;dis''
27338;14.0;d''
27339;5.0;f'
27340;25.0;cis'''
27341;5.0;f'
27342;33.0;a'''
27343;26.0;d'''
27344;1.0;cis'
27345;24.0;c'''
27346;19.0;g''
27347;26.0;d'''
27348;29.0;f'''
27349;1.0;cis'
27350;14.0;d''
27351;4.0;e'
27352;30.0;fis'''
27353;29.0;f'''
27354;33.0;a'''
27355;23.0;b''
27356;11.0;b'
27357;6.0;fis'
27358;32.0;gis'''
27359;28.0;e'''
27360;15.0;dis''
27361;29.0;f'''
27362;22.0;as''
27363;24.0;c'''
27364;15.0;dis''
27365;24.0;c'''
27366;2.0;d'
27367;18.0;fis''
27368;22.0;as''
27369;13.0;cis''
27370;29.0;f'''
27371;9.0;a'
27372;1.0;cis'
27373;34.0;as'''
27374;7.0;g'
27375;24.0;c'''
27376;21.0;a''
27377;0.0;c'
27378;11.0;b'
27379;18.0;fis''
27380;9.0;a'
27381;4.0;e'
27382;19.0;g''
27383;31.0;g'''
27384;25.0;cis'''
27385;29.0;f'''
27386;21.0;a''
27387;4.0;e'
27388;21.0;a''
27389;7.0;g'
27390;8.0;gis'
27391;8.0;gis'
27392;5.0;f'
27393;3.0;dis'
27394;14.0;d''
27395;16.0;e''
27396;26.0;d'''
27397;16.0;e''
27398;4.0;e'
27399;12.0;c''
27400;34.0;as'''
27401;23.0;b''
27402;29.0;f'''
27403;6.0;fis'
27404;21.0;a''
27405;8.0;gis'
27406;17.0;f''
27407;11.0;b'
27408;23.0;b''
27409;20.0;gis''
27410;15.0;dis''
27411;6.0;fis'
27412;31.0;g'''
27413;0.0;c'
27414;15.0;dis''
27415;12.0;c''
27416;18.0;fis''
27417;9.0;a'
27418;26.0;d'''
27419;10.0;as'
27420;22.0;as''
27421;1.0;cis'
27422;22.0;as''
27423;32.0;gis'''
27424;31.0;g'''
27425;24.0;c'''
27426;31.0;g'''
27427;18.0;fis''
27428;34.0;as'''
27429;9.0;a'
27430;29.0;f'''
27431;22.0;as''
27432;7.0;g'
27433;26.0;d'''
27434;3.0;dis'
27435;1.0;cis'
27436;11.0;b'
27437;0.0;c'
27438;27.0;dis'''
27439;19.0;g''
27440;17.0;f''
27441;23.0;b''
27442;28.0;e'''
27443;5.0;f'
27444;19.0;g''
27445;15.0;dis''
27446;16.0;e''
27447;15.0;dis''
27448;23.0;b''
27449;16.0;e''
27450;21.0;a''
27451;7.0;g'
27452;10.0;as'
27453;5.0;f'
27454;18.0;fis''
27455;24.0;c'''
27456;15.0;dis''
27457;21.0;a''
27458;30.0;fis'''
27459;34.0;as'''
27460;17.0;f''
27461;27.0;dis'''
27462;30.0;fis'''
27463;20.0;gis''
27464;12.0;c''
27465;0.0;c'
27466;10.0;as'
27467;19.0;g''
27468;23.0;b''
27469;6.0;fis'
27470;4.0;e'
27471;19.0;g''
27472;7.0;g'
27473;17.0;f''
27474;15.0;dis''
27475;16.0;e''
27476;11.0;b'
27477;28.0;e'''
27478;16.0;e''
27479;18.0;fis''
27480;32.0;gis'''
27481;13.0;cis''
27482;34.0;as'''
27483;30.0;fis'''
27484;2.0;d'
27485;13.0;cis''
27486;26.0;d'''
27487;6.0;fis'
27488;3.0;dis'
27489;3.0;dis'
27490;20.0;gis''
27491;8.0;gis'
27492;27.0;dis'''
27493;28.0;e'''
27494;3.0;dis'
27495;1.0;cis'
27496;4.0;e'
27497;24.0;c'''
27498;33.0;a'''
27499;5.0;f'
27500;12.0;c''
27501;0.0;c'
27502;13.0;cis''
27503;5.0;f'
27504;9.0;a'
27505;29.0;f'''
27506;30.0;fis'''
27507;8.0;gis'
27508;21.0;a''
27509;0.0;c'
27510;11.0;b'
27511;20.0;gis''
27512;21.0;a''
27513;31.0;g'''
27514;5.0;f'
27515;7.0;g'
27516;34.0;as'''
27517;13.0;cis''
27518;18.0;fis''
27519;16.0;e''
27520;11.0;b'
27521;13.0;cis''
27522;32.0;gis'''
27523;2.0;d'
27524;22.0;as''
27525;12.0;c''
27526;24.0;c'''
27527;32.0;gis'''
27528;10.0;as'
27529;29.0;f'''
27530;18.0;fis''
27531;33.0;a'''
27532;29.0;f'''
27533;19.0;g''
27534;7.0;g'
27535;27.0;dis'''
27536;4.0;e'
27537;3.0;dis'
27538;2.0;d'
27539;26.0;d'''
27540;15.0;dis''
27541;0.0;c'
27542;33.0;a'''
27543;15.0;dis''
27544;2.0;d'
27545;16.0;e''
27546;28.0;e'''
27547;0.0;c'
27548;29.0;f'''
27549;21.0;a''
27550;18.0;fis''
27551;9.0;a'
27552;2.0;d'
27553;26.0;d'''
27554;8.0;gis'
27555;10.0;as'
27556;19.0;g''
27557;30.0;fis'''
27558;1.0;cis'
27559;14.0;d''
27560;17.0;f''
27561;16.0;e''
27562;24.0;c'''
27563;25.0;cis'''
27564;1.0;cis'
27565;19.0;g''
27566;15.0;dis''
27567;17.0;f''
27568;33.0;a'''
27569;17.0;f''
27570;26.0;d'''
27571;16.0;e''
27572;33.0;a'''
27573;23.0;b''
27574;0.0;c'
27575;29.0;f'''
27576;10.0;as'
27577;12.0;c''
27578;14.0;d''
27579;18.0;fis''
27580;3.0;dis'
27581;2.0;d'
27582;12.0;c''
27583;3.0;dis'
27584;14.0;d''
27585;0.0;c'
27586;16.0;e''
27587;7.0;g'
27588;4.0;e'
27589;28.0;e'''
27590;25.0;cis'''
27591;15.0;dis''
27592;9.0;a'
27593;29.0;f'''
27594;4.0;e'
27595;9.0;a'
27596;5.0;f'
27597;18.0;fis''
27598;10.0;as'
27599;10.0;as'
27600;10.0;as'
27601;5.0;f'
27602;15.0;dis''
27603;33.0;a'''
27604;24.0;c'''
27605;1.0;cis'
27606;14.0;d''
27607;8.0;gis'
27608;2.0;d'
27609;19.0;g''
27610;3.0;dis'
27611;8.0;gis'
27612;28.0;e'''
27613;25.0;cis'''
27614;13.0;cis''
27615;13.0;cis''
27616;5.0;f'
27617;27.0;dis'''
27618;32.0;gis'''
27619;17.0;f''
27620;7.0;g'
27621;17.0;f''
27622;1.0;cis'
27623;13.0;cis''
27624;18.0;fis''
27625;32.0;gis'''
27626;10.0;as'
27627;26.0;d'''
27628;4.0;e'
27629;13.0;cis''
27630;9.0;a'
27631;0.0;c'
27632;15.0;dis''
27633;8.0;gis'
27634;20.0;gis''
27635;25.0;cis'''
27636;29.0;f'''
27637;29.0;f'''
27638;26.0;d'''
27639;8.0;gis'
27640;28.0;e'''
27641;22.0;as''
27642;6.0;fis'
27643;23.0;b''
27644;18.0;fis''
27645;8.0;gis'
27646;28.0;e'''
27647;30.0;fis'''
27648;23.0;b''
27649;24.0;c'''
27650;27.0;dis'''
27651;2.0;d'
27652;32.0;gis'''
27653;2.0;d'
27654;27.0;dis'''
27655;22.0;as''
27656;15.0;dis''
27657;32.0;gis'''
27658;25.0;cis'''
27659;7.0;g'
27660;22.0;as''
27661;11.0;b'
27662;20.0;gis''
27663;14.0;d''
27664;16.0;e''
27665;18.0;fis''
27666;31.0;g'''
27667;22.0;as''
27668;3.0;dis'
27669;12.0;c''
27670;25.0;cis'''
27671;19.0;g''
27672;10.0;as'
27673;29.0;f'''
27674;34.0;as'''
27675;32.0;gis'''
27676;31.0;g'''
27677;1.0;cis'
27678;0.0;c'
27679;14.0;d''
27680;26.0;d'''
27681;27.0;dis'''
27682;18.0;fis''
27683;2.0;d'
27684;30.0;fis'''
27685;30.0;fis'''
27686;1.0;cis'
27687;16.0;e''
27688;9.0;a'
27689;8.0;gis'
27690;27.0;dis'''
27691;26.0;d'''
27692;9.0;a'
27693;12.0;c''
27694;16.0;e''
27695;12.0;c''
27696;26.0;d'''
27697;10.0;as'
27698;9.0;a'
27699;28.0;e'''
27700;3.0;dis'
27701;30.0;fis'''
27702;21.0;a''
27703;26.0;d'''
27704;2.0;d'
27705;33.0;a'''
27706;0.0;c'
27707;25.0;cis'''
27708;16.0;e''
27709;8.0;gis'
27710;25.0;cis'''
27711;6.0;fis'
